username,accDesc,location,following,followers,totaltweets,usercreated,tweetcreated,retweetcount,favoritecount,text,tweetsource,hashtags
vickymc68,"Likes colour, nonsense and chocolate, books, spiders and a world full of sunshine and showers.",Sunny Glasgow,30.0,11.0,46.0,2013-11-03 20:13:50,2020-11-04 10:36:45,0.0,0.0,@keviclifton @bbcstrictly Though Maisie is NOTHING like Trump - just so we’re clear 😜,Twitter for iPhone,[]
hazzas1dgirl_,"Chose Love,Give Love Everyday & course TPWK🍻
My love for Harold is unconditional💘
Supporting 4/4 of @onedirection 💪
(IG @hazzas1dgirl )","Islamabad, Pakistan",192.0,183.0,18013.0,2019-06-18 15:52:09,2020-11-04 10:36:45,0.0,0.0,I'm Not An American But Still If You're An American &amp; You Voted For Trump I Lost All My Respect For You🥱,Twitter for Android,[]
Godot1123,,,32.0,1.0,24.0,2017-11-06 13:24:14,2020-11-04 10:36:45,0.0,0.0,@bhughes06548766 @goodyv @the_resistor @TeamTrump @realDonaldTrump Same here in Germany...,Twitter for Android,[]
bhadmakaveli,my pussy taste like protectores carefree perfumados,,302.0,1422.0,27336.0,2018-06-06 04:51:00,2020-11-04 10:36:45,0.0,0.0,"Lana del rey is a Trump suppo-

lana: https://t.co/lgnV87lyBo",Twitter for Android,[]
catphishdaddy,Dream Redeemer,"Las Vegas, NV",69.0,47.0,690.0,2020-04-02 07:16:20,2020-11-04 10:36:45,0.0,0.0,"The biggest misstep that Trump supporters make is thinking that the other side is ""democrats"" and actually want Biden... we are not and we don't, but we definitely don't want Trump. Fuck him. As you were,",Twitter Web App,[]
filipemanoleite,,,594.0,498.0,10278.0,2011-12-29 17:34:00,2020-11-04 10:36:45,0.0,0.0,@tomboysanyu @numbahonekai @BeWildAndRide @storybyleo She means loss or affected in moral terms because a person who votes for Trump must not have her/his mind in the right place. Not that the culture will suffer with that,Twitter for iPhone,[]
WilliamYang120,"A journalist covering East Asia and VP @TaiwanFCC. Words in @BuzzFeedNews, @Guardian, and @Independent and @dwnews. VIEWS and OPINIONS ARE STRICTLY MY OWN.","Taipei, Taiwan",5420.0,36853.0,21049.0,2011-08-31 01:49:04,2020-11-04 10:36:45,0.0,0.0,"Meanwhile, @realDonaldTrump claimed that he could involve the U.S. Supreme Court because he thinks the outcome of the #USAElections2020 is ""a fraud on the American Public.""",Twitter Web App,"[{'text': 'USAElections2020', 'indices': [118, 135]}]"
conorwinkle,"IT Consultant, Bookseller, Newsagent.
PR-STV Fan.
Mad Scientist.
Beer Aficionado.
He/him.",Athy,848.0,314.0,7195.0,2007-05-24 17:05:45,2020-11-04 10:36:45,0.0,0.0,@Tim_Mc_Garry @realDonaldTrump Patience Tim.,Twitter for Android,[]
KarolDarmoros,journalist @ Polskie Radio where I cover Polish politics & its international dimensions + history topics mail: karol.darmoros@polskieradio.pl,Legnica/ Warszawa,941.0,6963.0,30912.0,2011-05-06 13:21:35,2020-11-04 10:36:45,0.0,0.0,"11:35 CET
Za @ap

Biden 238 - Trump 213

In play:
GA (16) Trump ahead by +60k votes (94% reporting)
NC (15) Trump ~+75k (94%)
MI (16) Trump +200k (82%)
PA (20) Trump +675k (64%)

WI (10) Biden +8k (95%)
NV (6) Biden +23k (67%)

#ElectionNight #election2020",Twitter for iPhone,"[{'text': 'ElectionNight', 'indices': [228, 242]}, {'text': 'election2020', 'indices': [243, 256]}]"
ArdronRhobert,30 year old who loves historical stuff.,,33.0,0.0,4.0,2020-11-03 11:32:27,2020-11-04 10:36:45,0.0,0.0,@SophNar0747 Unless something dramatic happens it appears Trump got it.,Twitter for Android,[]
BernieFireball,,"New York, NY",402.0,668.0,82530.0,2016-04-20 03:56:39,2020-11-04 10:36:45,0.0,0.0,"Biden campaign accuses Trump of 'stripping Americans of their voice' in election https://t.co/rKweGw2ict Trump is such a lying, conniving idiot! The voting HAS stopped. It is the COUNTING of the ballots that have been cast that continues.",Twitter Web App,[]
NockelsJack,"22, instagram: jacknockels","Newcastle Upon Tyne, England",1471.0,1297.0,36311.0,2011-05-15 17:51:24,2020-11-04 10:36:45,0.0,0.0,@karlafarrar1 Nah I reckon there would be more anger towards trump getting in again,Twitter for iPhone,[]
whymapungubwe,"Things Law, Political economy .Social Stratification, Agency and Economics 101, a retweet is not an endorsement.Inspired buy what was done in Mapungubwe🕵️‍♀️",South Africa,245.0,363.0,10942.0,2014-08-13 09:22:34,2020-11-04 10:36:45,0.0,0.0,"@Thabelo_Ngwenya @MbalulaFikile You are so wrong dude, Michigan with 80% counted, Trump is 55% ahead, same as Pennsylvania. Joe is turning out to be a weak candidate. He was ridding the Covid-19 horse while people were concerned with their livelihoods.  Look at the Black and Latino Vote",Twitter Web App,[]
JainenSydan,,,111.0,1.0,127.0,2020-10-03 07:34:57,2020-11-04 10:36:45,0.0,0.0,I can't believe there are that many soulless idiots that would cast a vote for Trump.  I hope you catch coronavirus and choke. You're human trash.,Twitter for Android,[]
luvcats13,Alabama (RTR) Independent Mostly Votes Dem (endangered species!); I’m now a Democrat...,Alabama,923.0,378.0,49569.0,2011-05-07 21:04:24,2020-11-04 10:36:45,0.0,0.0,@realDonaldTrump was acting like a despotic dictator on Election Night and once again demonstrated he is completely unfit to hold the Office of the Presidency! https://t.co/jXRDlfd6nS,Twitter for iPad,[]
SelvamShivaani,Student || Photographer || Editor || Cricket || Cinema || BB4 || News ||,,451.0,24.0,1314.0,2020-09-22 16:29:08,2020-11-04 10:36:45,0.0,0.0,"@spectatorindex Who is leading? Trump or Biden? Different sources, different info",Twitter for Android,[]
HarryQuickk,,,567.0,14054.0,47200.0,2011-07-24 17:14:06,2020-11-04 10:36:44,0.0,0.0,"So, Trump calls the election for himself and also calls it a major fraud, hmmm not sure he's thought that one through you know xx",Twitter Web App,[]
IAMOKEESTHER,"TV, Radio, Online/
Content Creator/
Entrepreneur💶/
Deep thinker🧏‍♀️/
God lover😊

https://t.co/B5fazCeR29",,102.0,107.0,3383.0,2020-06-06 10:34:01,2020-11-04 10:36:44,0.0,0.0,"@ArmandoNDK #USElection2020 #USElection  UPDATES. Trump's Controversial Speech.

https://t.co/hPqQFBaJfp",Twitter for Android,"[{'text': 'USElection2020', 'indices': [12, 27]}, {'text': 'USElection', 'indices': [28, 39]}]"
JamesJoys,"Composer

Current Work: 

Lyrics & music for @Ex_Isles_

Sovereign Bodies/Ritual Taxonomy for soprano, electronics & ensemble 

James Joys' Remote Ensemble",Europe,310.0,547.0,2331.0,2011-04-22 10:59:38,2020-11-04 10:36:44,0.0,0.0,so when do we accept that trump won in 2016 because america is a failed state full of white racists and not because of russian meddling?,Twitter Web App,[]
chssc1967,,,29.0,18.0,6658.0,2017-02-12 22:33:08,2020-11-04 10:36:44,0.0,0.0,"@SCOTUS. I want my hand-delivered (October 21, 2020) Absentee Vote countered. That's is legal! Please don't stop the count or our Democracy for trump's sake.
@maddow @ProjectLincoln @Lawrence 
#SCOTUS",Twitter Web App,"[{'text': 'SCOTUS', 'indices': [193, 200]}]"
Abreed97,Black Lives Matter,"California, USA",233.0,61.0,2497.0,2017-02-26 04:28:20,2020-11-04 10:36:44,0.0,0.0,@G2GrabbZ Welcome to our lovely Electoral College 🤗 it allows the 30% of Trump supporters in our country to go even with the majority,Twitter for iPhone,[]
Sen_Siju,,,110.0,141.0,10392.0,2013-08-13 15:15:14,2020-11-04 10:36:44,0.0,0.0,Trump really bout to get re-elected 😂,Twitter Web App,[]
_mickjagger,"groupie supreme. chicana. anti-fascist. 
BLACK LIVES MATTER
💖💜💙

ig: @rocknrollwitch",,648.0,437.0,8248.0,2009-04-07 03:47:38,2020-11-04 10:36:44,0.0,0.0,@TheRealABOne @MaggGran @nonegoodleft @DrJasonJohnson You'll also learn that Latin traditionalists/conservatives REALLY hate this term for various reasons (hint: most of them are probably Trump voters),Twitter Web App,[]
mbxixv,part time meme. RedLyfe,Straight out the gate ,325.0,462.0,96878.0,2011-09-29 14:55:24,2020-11-04 10:36:44,0.0,0.0,"@NotFatma Same point i make to people saying it American politics don’t matter. Civil war regardless of the outcome would happen, but especially if Trump losses",Twitter for iPhone,[]
BazzieSmith,"BSc Biological Sciences (Hons). Together with radical action - we can defeat COVID-19. Londoner, Proud member of @ProgressiveEur #BelarusFreedom #BidenHarris",,11062.0,10304.0,25466.0,2017-01-29 21:32:47,2020-11-04 10:36:44,0.0,0.0,Anyone surprised by the Florida vote shouldn’t be - Trump’s campaign ran a very successful campaign to target Latino voters  https://t.co/5xjiNTeGCR,Twitter for iPhone,[]
ioanmarcjones,"Writer. Essays in The Independent, openDemocracy, Little Atoms, New England Review, Essay Review, Wales Arts Review etc. Repped by @UnitedAgents.","London, England",2346.0,8284.0,3899.0,2009-06-20 18:27:20,2020-11-04 10:36:44,0.0,0.0,"Trump's problem with US democracy is 0.0009% electoral fraud, not foreign interference, campaign spending, voter suppression, gerrymandering, the electoral college system, etc etc.",Twitter Web App,[]
Omya222,,"Pune, India",1015.0,121.0,15707.0,2019-05-25 15:15:00,2020-11-04 10:36:44,0.0,0.0,"@VishBurra @DeplorableJulie @realDonaldTrump @realDonaldTrump 
We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Polls are closed",Twitter Web App,[]
Plicknog,I am a Free-Thinker; accomplished Writer & Journalist; Huge supporter of Ghost Adventures & all things Paranormal/Supernatural/Odd; NCAA & NBA Hoops junkie!,"Venice, Florida",610.0,203.0,8233.0,2010-03-01 22:01:25,2020-11-04 10:36:44,0.0,0.0,"Trump narrow path closing rapidly unless he can steal it, literally https://t.co/uhAoP3kfOt",Twitter for iPhone,[]
Mariscrane3,,,10.0,1.0,173.0,2020-03-12 20:31:26,2020-11-04 10:36:44,0.0,0.0,@hellojohnsource @murray_nyc @realDonaldTrump To another rigged election. Trump is not doing this legitimately.,Twitter Web App,[]
xatxat,"Coding, Tech, Music, Stocks",Stuttgart,219.0,109.0,758.0,2009-03-06 22:50:58,2020-11-04 10:36:44,0.0,0.0,"Trump winning would make 2020 even more insane than it already is. Let's hope for the best. Looking forward to the summer of 2021, hopefully without Corona and without Trump. Just a normal summer, with festivals and stuff.",Twitter Web App,[]
penninevale,"Author A Fateful Aberration;Blood Chords;Flat Caps& Muffin Baps, Brandade Bitter Beer.. https://t.co/gdagjMW0tI LibDem Parliamentary Candidate Pro EU Social Liberal",Elswick&Accrington,7903.0,7299.0,17497.0,2011-12-08 10:38:58,2020-11-04 10:36:44,0.0,0.0,#Trump's decision to withdraw from #Paris #Climate Agreement comes into effect today. This one thoughtless arrogant act sums up why we must rid the world of Trump &amp; his acolytes.  https://t.co/3LmHvIGt3b,Twitter Web App,"[{'text': 'Trump', 'indices': [0, 6]}, {'text': 'Paris', 'indices': [35, 41]}, {'text': 'Climate', 'indices': [42, 50]}]"
neileisen,"Web developer, mercenary keyboard player, dog lover, ACS CAN Volunteer & Snarky Commenter. #BlueWave2020, #Feminist. #TheResistance","Woodstock, New York",4849.0,5555.0,19525.0,2008-10-01 19:18:51,2020-11-04 10:36:44,0.0,0.0,"@sdr_medco @vegix Me too.  I fell asleep but with the TV on, so I wasn't totally asleep. Turned it off after Trump's shitshow.  Now I'm up as usual with my dogs and depressed as hell.",Twitter Web App,[]
indiatvnews,India’s most watched Hindi News Channel. Follow for latest/breaking News Alerts from all over the Globe. FB:https://t.co/BUC2bw3ZhL,India,42.0,1459207.0,526209.0,2009-04-22 11:26:34,2020-11-04 10:36:44,0.0,0.0,"#USElection2020 What happens if #Trump, #Biden votes tie? Explained: https://t.co/GDn7DePQeX
#Election2020 #ElectionDay2020",TweetDeck,"[{'text': 'USElection2020', 'indices': [0, 15]}, {'text': 'Trump', 'indices': [32, 38]}, {'text': 'Biden', 'indices': [40, 46]}, {'text': 'Election2020', 'indices': [93, 106]}, {'text': 'ElectionDay2020', 'indices': [107, 123]}]"
alex_eijk,,,31.0,23.0,3191.0,2019-08-20 08:20:43,2020-11-04 10:36:43,0.0,0.0,@Gazza42004748 @realDonaldTrump i travel the uk extensively and i beg to differ,Twitter for Android,[]
baobeiwinko,₍⚠︎₎ 𝗯𝗲𝗲𝗽𝗯𝗲𝗲𝗽! (1) 𝐧𝐞𝐰 𝐜𝐨𝐦𝐦𝐞𝐧𝐭: this user is in love with luhan and sehun. ♥︎ꜜ. . .[ 壞男孩.mp3 ],chinese/thai,488.0,1987.0,27964.0,2018-02-13 05:32:07,2020-11-04 10:36:43,0.0,0.0,@Shinisoi_ I’m pretty sure it was the guns that had them vote trump 🤓,Twitter for iPhone,[]
Coprandae14,Are we in the clear yet?,,343.0,186.0,31184.0,2011-12-06 08:59:50,2020-11-04 10:36:43,0.0,0.0,He literally roast all the Trump supporters til they don’t even know what to answer. 😂😂😂 https://t.co/5C6DV0lKdl,Twitter for iPhone,[]
CameronForMVP,God First 🙏🏼 | 17 Years Old | I Love Basketball 🏀 | Be Good People and Spread Love and Positivity 🙌🏼 #blacklivesmatter,"Kentucky, USA",1336.0,529.0,8175.0,2017-06-05 19:16:24,2020-11-04 10:36:43,0.0,0.0,@BraBraBall Exactly. Trump literally predicted this...,Twitter for iPhone,[]
sebastianOC44,#iMatter21. The Loser Club.,"Orange, CA",157.0,283.0,15453.0,2011-11-19 08:53:29,2020-11-04 10:36:43,0.0,0.0,Trump supporters are pigs.,Twitter for iPhone,[]
NaamKaafihai,Citizen of a 🍌 republic,La La Land,707.0,1767.0,72890.0,2015-05-08 05:08:49,2020-11-04 10:36:43,0.0,0.0,"@secular_arrow Biden leading in 238 electors, trump in 213,abhi kafi votes gine jane baaki hain. Overall Biden ka vote percentage 50% hai trump ka 48.4,results ate ate kai din lag jayenge, no winner as of now",Twitter Web App,[]
GaryNob56668899,🏳️‍🌈 🦦,"Huddersfield, England",155.0,119.0,2186.0,2018-07-23 06:00:42,2020-11-04 10:36:43,0.0,0.0,"@darren_bell I was in Florida last year and all the Americans I spoke to voted trump and said they would again, I was totally gobsmacked by it, not one single person had a bad thing to say about him !!!!",Twitter for iPhone,[]
BloJo13,,,109.0,28.0,610.0,2020-08-29 22:44:14,2020-11-04 10:36:43,0.0,0.0,@faureolivier #Trump did more in 4 years than #Biden in 47 years... think about it...,Twitter for iPhone,"[{'text': 'Trump', 'indices': [14, 20]}, {'text': 'Biden', 'indices': [46, 52]}]"
rladdi1,,Florida,1026.0,138.0,34.0,2014-04-07 01:59:36,2020-11-04 10:36:43,0.0,0.0,"Wow, the American people have believes the LIES of Trump and the Republicans, now showing how ignorant the people are https://t.co/Adq3jXDqyQ",Twitter Web App,[]
NickAlley11,I am a family man,,159.0,13.0,106.0,2020-04-16 14:08:46,2020-11-04 10:36:43,0.0,0.0,Ohio is picked every president since 1958. Trump won Ohio big!!,Twitter for iPhone,[]
dhmstark,"Indie gamedev. Two centuries of humanity's time wasted and counting...

Into this wild abyss the wary Fiend //
Stood on the brink of Hell and look'd a while.",,154.0,299.0,3429.0,2010-02-10 21:56:04,2020-11-04 10:36:43,0.0,0.0,"@toroltir @JimSterling If this even made sense - which it doesn't - why should rural voters dictate how people in cities live?

You're literally defending disproportionate representation by appealing to proportionality. I know Trump voters aren't usually the brightest but come on.",Twitter Web App,[]
oceanwalz,Stocks Markets. Using Bayesian stats to curb my biases. Oceans. Have become proudly unpatriotic but fond several countries. Will block chip-on-shoulder mamparas,"Johannesburg, South Africa",379.0,110.0,4955.0,2013-04-18 14:32:23,2020-11-04 10:36:43,0.0,0.0,"2)Thinkers and skin-in-the-game investors logically should have more voting points. Look at the graduates % voting for Biden much higher than populist Trump. Its not that graduates are more precious than others, but at least they had training in thinking critically. https://t.co/wyNq4wzTjc",Twitter Web App,[]
mcdon_al,Secondary Teacher • Proud Trade Unionist • Former Labour candidate and Ex CLP Chair • #LeFTCampaign • #ForTheMany •,London via Southampton/Dublin,3819.0,924.0,6623.0,2012-02-11 18:42:29,2020-11-04 10:36:43,0.0,0.0,"@mcash Some do. Others simply want a change from the status quo that has seen them fall further and further behind. Trump et al at least acknowledged that and spoke to them. Biden &amp; the PV crew not only ignored it, they fought like hell to maintain the status quo that had been rejected.",Twitter for iPhone,[]
CalManveer,v 0.0001,,365.0,190.0,13527.0,2011-11-08 12:30:47,2020-11-04 10:36:43,0.0,0.0,"@thebakwaashour Trump is closing in ,",Twitter Web App,[]
ChiBDM,I go on tangents.,Follows You,585.0,1936.0,147398.0,2009-07-03 06:33:54,2020-11-04 10:36:43,0.0,0.0,Good point made on MSNBC. Republican internal polls were insanely wrong along with all the other ones. It was a bipartisan failure. Republican candidates acted accordingly. Lindsey Graham begged for money. Trump gave up on Wisconsin basically.,Twitter for Android,[]
Mudassi45243263,"Sunni Muslim ➡️ Islamist With Libertarian Characteristics 
Interest - MENA Region and Beyond Student Who Despises the System Whether it be Education or Politics",So Called Democracy ,5001.0,816.0,109376.0,2019-03-11 09:22:19,2020-11-04 10:36:43,0.0,0.0,"#USElection2020 Goes like this 

If Trump Wins it Benefits #Israel 
If Biden Wins it Benefits #Israel again 

So Whats the Point #Israel Wins Anyways",Twitter for Android,"[{'text': 'USElection2020', 'indices': [0, 15]}, {'text': 'Israel', 'indices': [59, 66]}, {'text': 'Israel', 'indices': [94, 101]}, {'text': 'Israel', 'indices': [129, 136]}]"
siiduc,,,445.0,69.0,662.0,2014-06-14 20:07:54,2020-11-04 10:36:43,0.0,0.0,"@Seedyjaybee It goes without saying, but I will, that Trump is a knob. But what is to be celebrated is how he has highlighted how low political discourse has become including but not limited to the liberal use of words like fascist!",Twitter Web App,[]
Phareswears,"Phareswears is your No. 1 Luxury Clothing Store. 👟 👠 👕 👞. Instagram @pharesbyese “Strictly a Business Account, Message us for only Business Purposes”.",Nigeria,1215.0,1822.0,36740.0,2020-04-05 15:19:02,2020-11-04 10:36:43,0.0,0.0,Who said Trump was going to win again?,Twitter for iPhone,[]
THEREALDJ485,if it ain’t beneficial it’s artificial💯,"Flint, MI",249.0,25.0,217.0,2015-03-12 02:55:06,2020-11-04 10:36:43,0.0,0.0,@dowhatlightsyou @dougducey @realDonaldTrump @DonaldJTrumpJr @kayleighmcenany I am homeless and in the Dallas tx area. I really hate asking for shit but I don’t know what to do anymore. I’m trying to find work but I don’t have my I.d. And no job will hire me without it! All I need is $26 to get my I.d. So I can get a job. My cash app is $kingjwm,Twitter for iPhone,[]
mcgceltic,From Belfast Ireland. Proud to Irish. Celtic fan. Fast N Loud fan. My two kids are my world. All views strictly my own.,Béal Feirste Eire,4981.0,3334.0,30496.0,2012-05-08 18:53:52,2020-11-04 10:36:43,0.0,0.0,@WeeFergus98 Trump is  going to win it.,Twitter for iPhone,[]
ibro_malaika,"What I hear, I Forget!! 
What I see, I Remember!!!
What I do,  I Know !!!!💯","Lagos, Nigeria",298.0,112.0,1337.0,2020-05-08 14:38:43,2020-11-04 10:36:43,0.0,0.0,"@OgbeniDipo I bliv too... Trump also is suggesting United States heads to Supreme Court..

He's probably thinking he might loose..

Let's wait and see sha",Twitter for Android,[]
Laramason15,"Made in Tripoli, Lebanon 🇺🇸 🇱🇧 @AUBAlumni @UIUCAlumni",United States,618.0,471.0,6173.0,2016-02-13 21:55:52,2020-11-04 10:36:43,0.0,0.0,Happy to be one of those biased people whose ultimate goal is Peace. Trump has been on a roll &amp; would be a shame if this momentum abruptly comes to an unfinished conclusion! https://t.co/614Pz8GLss,Twitter for iPhone,[]
nyyfan32,"Starbucks Barista, Aspiring teacher 🍎 Yankees-Knicks-Giants. R.I.P Kobe #8 #24","Hicksville, NY",370.0,374.0,13562.0,2012-04-11 15:22:57,2020-11-04 10:36:43,0.0,0.0,Yeah I am sorry all but Trump is just a straight out liar. Trump very well could win the election (looking his way) but many mail in votes have yet to be counted which favors blue. AND NO that’s not “stealing votes” it is just taking some of the key states like PA longer to count,Twitter for iPhone,[]
DeanMiller1978,"Cubs, Hawkeyes, Bears, Blackhawks, Bulls, Bees (Cat's name is Goofy), 60% water, 15% sarcasm, 15% humor, 15% math.",Where I am at a specific time.,1400.0,345.0,46638.0,2013-04-06 22:32:20,2020-11-04 10:36:43,0.0,0.0,"@pgammo If he wins, you don't think Trump would continue his rallies?? He's said he wants to run in 2024, and the GOP hasn't held him to the rules yet...",Twitter Web App,[]
TheBileygrKing,J-Metal/Visual-Rock enthusiast; politics ruin my mental health,Germany / ドイツ,949.0,237.0,32867.0,2013-02-18 20:16:23,2020-11-04 10:36:43,0.0,0.0,"I'm about to cry because of everything that's happening already during the elections.

If Trump gets 3 of  MI, PA, NC, GA he's won. So far republicans are leading in all 4.

Fuck.",Twitter for Android,[]
Bryson8bitNinja,Host of The Mix Up on CJSW 90.9 FM in Calgary.  I like to make beats!,"Calgary, AB, Canada",619.0,357.0,788.0,2011-09-22 23:32:34,2020-11-04 10:36:43,0.0,0.0,@realDonaldTrump I can't believe you would sacrifice the stability of your country for your own gain.  More was expected of you.,Twitter for Android,[]
AdamantxYves,"🗣️🎵 Look at the nature. The nature speaks to me, girl. I'm a nature-speaker. 🗣️🎶 I call upon the nature, girl. She do witchcraft. Periodt. - Selyna Brillare","757, VA, DMV, NYC",1799.0,23446.0,322993.0,2009-12-20 12:56:59,2020-11-04 10:36:43,0.0,0.0,"@EmperorNPP @AlexandraErin He isn't going to provide radical change. Plus, Republican minorities are not like Democratic minorities. They will obstruct, obstruct, obstruct. They don't ""reach across the aisle."" AND Trump will still be alive and tweeting and influencing the govt and the public.",Twitter for Android,[]
PfuriousGP,,,163.0,62.0,1725.0,2009-06-05 16:30:26,2020-11-04 10:36:43,0.0,0.0,@ThabisoTema Not yet... Biden 224/270 and Trump 213/270.,Twitter for Android,[]
Chrissyleely,,Pennsylvania,69.0,12.0,184.0,2020-10-31 04:16:12,2020-11-04 10:36:43,0.0,0.0,All these CNN polls are paused on 82% vote count with trump ahead a point or 2 lol omg stop with the ratings already,Twitter for Android,[]
dubl_inc_zazu,𝑅𝒾𝒹𝑒 𝓉𝒽𝑒 𝐹𝓊𝑔𝒶𝓏𝒾 | Travel & Trading Junkie | ฿TC & ΞTH Hoarder • Accumulate ∞ | Student of Financial Freedom & Web3.0 | THC | Guinness 🇮🇪 ✈️,Ireland ? 🌎,1278.0,1206.0,2112.0,2017-11-04 23:52:30,2020-11-04 10:36:42,0.0,0.0,"@PostyXBT Yeah it’s mental haha, Trump would’ve been nailed on if Biden hadn’t snook back Wisconsin. Should be comical either way",Twitter for iPhone,[]
ARandom91781800,Interested in US and Indian politics,An unknown place..,458.0,75.0,3043.0,2019-12-06 17:30:30,2020-11-04 10:36:42,0.0,0.0,"@PakiSwift It looks over for trump

MI will also go for Biden",Twitter for Android,[]
BrowserEU,always grinding | @horizon_fnbr,,303.0,348.0,8960.0,2020-02-02 18:33:00,2020-11-04 10:36:42,0.0,0.0,"@sl1mee @widxz @realDonaldTrump They are not finished counting, it has never happend that a president who wanted to be president again did not get ellected again",Twitter for iPhone,[]
potatoes187,“Liberal” fascists are destroying western society. And all I can do is tweet about it.,Death Valley,4908.0,2166.0,18858.0,2012-11-27 20:31:41,2020-11-04 10:36:42,0.0,0.0,"@LuapEmSti Great shout. Trump realised this. That’s why he knew he couldn’t win as an independent, like he tried in 2000. He had to join the republicans. But your right the 2 party system is a massive giveaway.",Twitter for iPhone,[]
tombradycollect,"I sell and collect Tom Brady, Quarterbacks, and high end cards. Dm me if u want to buy! I dont collect stidham!",,2395.0,1422.0,5272.0,2019-04-10 03:19:17,2020-11-04 10:36:42,0.0,0.0,@dama0902 @huntsaa7 100%. At this point I'm all for Trump pulling out all the stops after this bs,Twitter for Android,[]
DaveTamland,Banter.,,26.0,2.0,365.0,2020-06-25 16:46:39,2020-11-04 10:36:42,0.0,0.0,"@russrichard14 @reidepstein And if they were votes for Trump you wouldn't be complaining, would you?",Twitter for Android,[]
Bogarter,Just here to rant. I write Fuck a lot. Earth is currently run by reckless fucking cunts and sociopaths. NO to a society without cash.,,1419.0,388.0,9454.0,2009-06-07 02:38:10,2020-11-04 10:36:42,0.0,0.0,Conveniently for Trump? https://t.co/btboNzpfQ7,Twitter for iPhone,[]
Nibert34,we are here to create a better world for all to live in.. #mountaineernation♕FCK♕,"Fayetteville, Wv",399.0,431.0,13774.0,2011-05-23 12:05:35,2020-11-04 10:36:42,0.0,0.0,"Let this sink in....that same majority who voted Obama into office twice, has also now voted Trump into office for his second term!!  🤔",Twitter for iPhone,[]
Dextutu,SDG Advocate,Where we solve problems,123.0,48.0,2052.0,2013-09-19 08:26:31,2020-11-04 10:36:42,0.0,0.0,"@DSelense @Bishop_kanny My Question to @Bishop_kanny  he said Trump is a racist, and I asked him his source?
Trump is the President of America, the stuff he said he wanted to do pre elections, that's what he did for his people.
Look at the recent France and Austria  attack, if USA ban Muslims,#RACIST#",Twitter for Android,[]
IalmazZebu,"Dollsized figure with a sharp tongue..
And yes, Nik Kershaw followed me.","Göteborg, Sverige",52.0,42.0,2844.0,2014-10-24 18:11:22,2020-11-04 10:36:42,0.0,0.0,"@JoeBiden Otherwise, it will be round 2 of ""Animal Farm"". Trump is already a pig, so...",Twitter Web App,[]
Marioku,RBLE | Event Magician - Brand MGMT- Curator | mascott3000@gmail.com for inquiries.,VIRGINIA!,383.0,730.0,16374.0,2009-02-26 00:19:39,2020-11-04 10:36:42,0.0,0.0,Bet so if a vote casted For YOU after the polls close it doesn’t count.  Goodbye. https://t.co/05QQo9Z0QK,Twitter for iPhone,[]
CCGcryptonews,,"Huntington Beach, CA",683.0,217.0,15416.0,2018-10-25 21:55:11,2020-11-04 10:36:42,0.0,0.0,Well if Trump doesn't win... There is always Wings #trump #makeamericaspicy https://t.co/Vo7rAOjtVe,Twitter for Android,"[{'text': 'trump', 'indices': [51, 57]}, {'text': 'makeamericaspicy', 'indices': [58, 75]}]"
1887Coltfan,,Wherever you are,202.0,43.0,3474.0,2009-11-16 15:37:32,2020-11-04 10:36:42,0.0,0.0,@bette_oh That's what I'm saying. I don't understand how a guy that can't form complete sentences is getting this many votes. Trump derangement syndrome is an absolute shock.,Twitter for Android,[]
thepurplereaper,"HI, lauren here! I'm an Erotic Horror and Fantasy freelance illustrator. For the Forsaken! 🍂
-Instagram - thepurplereaper",,171.0,281.0,9814.0,2012-08-21 09:27:42,2020-11-04 10:36:42,0.0,0.0,"I have to be honest. I am not American nor have I even visited the country but even I have been waking up every hour looking at the news worried. Trump is a narrsasistic, toxic, racist, homophobic, sexist creep who would probably start a war because his tweet got deleted.",Twitter for Android,[]
SiSaguevoLuna,Es tuerto el mundo sin el punto de vista femenil. u.u,,1131.0,291.0,45196.0,2017-05-10 16:09:08,2020-11-04 10:36:42,0.0,0.0,@KyraFawcett1 He is not a trump suporter. It was a lie. Don't worry,Twitter Web App,[]
stanleygeorge86,"cool,easy going, believe in God and loves fact, passionate about well being of Nigeria/Nigerians","Edo, Nigeria",274.0,140.0,5020.0,2018-10-06 21:41:21,2020-11-04 10:36:42,0.0,0.0,"@philliefan215 @natty_red @piersmorgan They want Trump out by all means 
They are destroying democracy",Twitter for Android,[]
BBSuperfan17,,,236.0,117.0,4556.0,2020-08-23 01:23:57,2020-11-04 10:36:42,0.0,0.0,The minority of people who support Trump can’t grasp the accuracy of your post. The rest of us understand which is why it’s imperative Trump loses. The rest of u should grasp the domino effect his policies have on the entire planet. 🙏🏼 for us all. #ElectionNight #Elections2020 https://t.co/JNGArnYBwb,Twitter Web App,"[{'text': 'ElectionNight', 'indices': [248, 262]}, {'text': 'Elections2020', 'indices': [263, 277]}]"
